time (s),lead_II (mV)
0.0,1.1769109439230181e-35
0.002000200020002,2.5970192605628523e-34
0.004000400040004,5.383415556651647e-33
0.006000600060006,1.0483150124614e-31
0.008000800080008,1.9176832308233213e-30
0.010001000100010001,3.2954376666935497e-29
0.012001200120012,5.319863603598143e-28
0.014001400140014001,8.067501579047433e-27
0.016001600160016,1.1492877720664575e-25
0.018001800180018002,1.5380472528691913e-24
0.020002000200020003,1.9335781779594682e-23
0.022002200220022004,2.283520733278034e-22
0.024002400240024,2.533374224896485e-21
0.026002600260026,2.64024908931039e-20
0.028002800280028002,2.584887347383538e-19
0.030003000300030003,2.3773301890677823e-18
0.032003200320032,2.0539437959681973e-17
0.034003400340034004,1.667012171597463e-16
0.036003600360036005,1.2709841996300162e-15
0.038003800380038005,9.10317093519214e-15
0.040004000400040006,6.12486342936142e-14
0.04200420042004201,3.8712506056426637e-13
0.04400440044004401,2.2985678537066754e-12
0.04600460046004601,1.2820782611302808e-11
0.048004800480048,6.717735643526384e-11
0.05000500050005,3.306605988667364e-10
0.052005200520052,1.5289495373378292e-09
0.054005400540054004,6.641329399773577e-09
0.056005600560056004,2.7099922929232627e-08
0.058005800580058005,1.0388007530843664e-07
0.060006000600060005,3.7406547079047936e-07
0.062006200620062006,1.2653601468910611e-06
0.064006400640064,4.020979400578662e-06
0.066006600660066,1.2003301359581266e-05
0.06800680068006801,3.36605134845005e-05
0.07000700070007,8.867310765838437e-05
0.07200720072007201,0.00021943923816958056
0.074007400740074,0.0005101381583345872
0.07600760076007601,0.0011140700484849962
0.078007800780078,0.0022855375052316883
0.08000800080008001,0.004404690235984309
0.082008200820082,0.007974318107221521
0.08400840084008401,0.013561973966235874
0.086008600860086,0.021667231415179816
0.08800880088008801,0.03251884429888919
0.09000900090009001,0.04584774171320618
0.09200920092009202,0.06072282394216394
0.09400940094009401,0.0755504642525936
0.096009600960096,0.08830259766881596
0.09800980098009801,0.09695294097098206
0.1000100010001,0.09999992185941212
0.10201020102010201,0.09689235220171298
0.104010401040104,0.08819226632809377
0.10601060106010601,0.0754089115703192
0.10801080108010801,0.060571176193511725
0.11001100110011001,0.04570466258503695
0.11201120112011201,0.032397102697763774
0.11401140114011402,0.02157262546903682
0.11601160116011601,0.013494319868179913
0.11801180118011802,0.00792957962979368
0.12001200120012001,0.004377241456981163
0.12201220122012202,0.002269875582401431
0.12401240124012401,0.0011057450167813352
0.126012601260126,0.0005060113445059517
0.128012801280128,0.0002175319123211176
0.13001300130013002,8.785623141560914e-05
0.132013201320132,3.334914815238773e-05
0.134013401340134,1.1927602501144104e-05
0.13601360136013602,4.0848942140073125e-06
0.13801380138013802,1.4779783521573788e-06
0.14001400140014,8.362931714439343e-07
0.142014201420142,1.0428385448722936e-06
0.14401440144014402,1.8852358939084448e-06
0.14601460146014603,3.609698771128167e-06
0.148014801480148,6.849736098790824e-06
0.15001500150015,1.2751095886087988e-05
0.15201520152015202,2.3236684848421106e-05
0.15401540154015403,4.1403206055665637e-05
0.156015601560156,7.204418960625824e-05
0.15801580158015802,0.0001222619668702043
0.16001600160016002,0.00020206623579205335
0.162016201620162,0.0003247676702240658
0.164016401640164,0.0005068922600510456
0.16601660166016602,0.00076733378026283
0.16801680168016803,0.0011256382632519742
0.17001700170017,0.0015998072553008878
0.172017201720172,0.00220490661352972
0.17401740174017402,0.002955018064645867
0.17601760176017603,0.0038723470236613853
0.178017801780178,0.0050079445573137015
0.18001800180018002,0.006477612017554447
0.18201820182018202,0.008513304936769236
0.18401840184018403,0.011524503001500732
0.186018601860186,0.016156463671313816
0.18801880188018802,0.023325296220767403
0.19001900190019003,0.034206623677036474
0.192019201920192,0.05015832978799022
0.19401940194019401,0.07256988402274338
0.19601960196019602,0.10264934932780492
0.19801980198019803,0.14117952005983114
0.2000200020002,0.18828990695832448
0.20202020202020202,0.2432953074465537
0.20402040204020402,0.30464165162823664
0.20602060206020603,0.36997778120733715
0.208020802080208,0.43634427190630143
0.21002100210021002,0.5004457367650506
0.21202120212021203,0.5589582605382256
0.21402140214021403,0.6088218085704804
0.21602160216021601,0.64747714050974
0.21802180218021802,0.6730232063786263
0.22002200220022003,0.6842886661489614
0.22202220222022204,0.6808259123407892
0.22402240224022402,0.6628460235057968
0.22602260226022602,0.6311185782101583
0.22802280228022803,0.5868619506097396
0.23002300230023,0.5316477374367817
0.23202320232023202,0.4673366427390514
0.23402340234023403,0.3960518251379311
0.23602360236023603,0.32018027998974474
0.23802380238023801,0.242376806130357
0.24002400240024002,0.16553438029772866
0.24202420242024203,0.09268557165240177
0.24402440244024404,0.02681541438476434
0.24602460246024602,-0.02940523191482028
0.24802480248024802,-0.07392379662690349
0.25002500250025,-0.10558046389318061
0.252025202520252,-0.1242800047150439
0.254025402540254,-0.13100634034683598
0.256025602560256,-0.12766344668837337
0.25802580258025803,-0.11677183526781995
0.26002600260026004,-0.10108710721228997
0.26202620262026205,-0.08322351981941552
0.264026402640264,-0.06535692510150039
0.266026602660266,-0.049052982961546324
0.268026802680268,-0.03522974805683397
0.27002700270027,-0.02423122591189575
0.27202720272027203,-0.015969153211048092
0.27402740274027404,-0.010086689411829221
0.27602760276027605,-0.0061067914907951045
0.27802780278027805,-0.003543526311100852
0.28002800280028,-0.0019701274327595473
0.282028202820282,-0.0010489796031865593
0.284028402840284,-0.0005344389500465258
0.28602860286028603,-0.0002602190486618125
0.28802880288028804,-0.00012085007515387803
0.29002900290029004,-5.337064684219192e-05
0.29202920292029205,-2.2303338648074528e-05
0.294029402940294,-8.74589038117407e-06
0.296029602960296,-3.1686117934395922e-06
0.298029802980298,-1.0266871531573162e-06
0.3000300030003,-2.7309096777111156e-07
0.30203020302030203,-4.0189054198504554e-08
0.30403040304030404,1.566047712848045e-08
0.30603060306030605,1.9898733069381285e-08
0.30803080308030806,1.3497593605494669e-08
0.31003100310031,7.539726149178383e-09
0.312031203120312,3.805660544319603e-09
0.314031403140314,1.8001464975421428e-09
0.31603160316031603,8.127433591913251e-10
0.31803180318031804,3.5395445073414376e-10
0.32003200320032005,1.496676675940622e-10
0.32203220322032206,6.170526721497656e-11
0.324032403240324,2.4872703561059927e-11
0.326032603260326,9.81992206630401e-12
0.328032803280328,3.80170765756309e-12
0.33003300330033003,1.444283546639727e-12
0.33203320332033204,5.386739454768132e-13
0.33403340334033405,1.9729597836381084e-13
0.33603360336033605,7.097402924770203e-14
0.33803380338033806,2.5078989405846107e-14
0.34003400340034,8.705076138835354e-15
0.342034203420342,2.9682429602567507e-15
0.344034403440344,9.942537293351603e-16
0.34603460346034604,3.27166881914605e-16
0.34803480348034804,1.0575903830890667e-16
0.35003500350035005,3.358478368633235e-17
0.35203520352035206,1.047719272082557e-17
0.354035403540354,3.2108854860432727e-18
0.356035603560356,9.666790291264555e-19
0.358035803580358,2.859021442703552e-19
0.36003600360036003,8.306731642037492e-20
0.36203620362036204,2.3709402410097944e-20
0.36403640364036405,6.647964598618983e-21
0.36603660366036606,1.8311944036045404e-21
0.36803680368036806,4.955162156303504e-22
0.37003700370037,1.3172219367277907e-22
0.372037203720372,3.439835728409445e-23
0.37403740374037403,8.824581454208776e-24
0.37603760376037604,2.2239662592456916e-24
0.37803780378037805,5.5060472864739225e-25
0.38003800380038005,1.3391503661832666e-25
0.38203820382038206,3.1996053684039296e-26
0.384038403840384,7.510021044803138e-27
0.386038603860386,1.731663711490119e-27
0.38803880388038803,3.9225060569527793e-28
0.39003900390039004,8.728534936585408e-29
0.39203920392039204,1.9080807541026253e-29
0.39403940394039405,4.097602370335982e-30
0.39603960396039606,8.644513134044574e-31
0.39803980398039807,1.7915499840355512e-31
0.4000400040004,3.6474973514386125e-32
0.402040204020402,7.295225248937711e-33
0.40404040404040403,1.433375876953863e-33
0.40604060406040604,2.7666813430435198e-34
0.40804080408040805,5.246091444723875e-35
0.41004100410041006,9.772152514120262e-36
0.41204120412041206,1.788225489660355e-36
0.41404140414041407,3.2146373815586e-37
0.416041604160416,5.677006153261227e-38
0.41804180418041803,9.848824623780867e-39
0.42004200420042004,1.6785222716238794e-39
0.42204220422042205,2.8102663092505785e-40
0.42404240424042405,4.622165700865012e-41
0.42604260426042606,7.46829060778422e-42
0.42804280428042807,1.1854263379926821e-42
0.43004300430043,1.8484410312616087e-43
0.43204320432043203,2.831485182333131e-44
0.43404340434043404,4.26089322239614e-45
0.43604360436043604,6.298899417920163e-46
0.43804380438043805,9.147583045383562e-47
0.44004400440044006,1.3050456790536856e-47
0.44204420442044207,1.8290380068440348e-48
0.4440444044404441,2.5182417040291308e-49
0.446044604460446,3.406040114634971e-50
0.44804480448044803,4.5256375590564316e-51
0.45004500450045004,5.9072785010044415e-52
0.45204520452045205,7.574828202112975e-53
0.45404540454045406,9.541920489725367e-54
0.45604560456045606,1.1808003253310433e-54
0.45804580458045807,1.4354722447546836e-55
0.46004600460046,1.71431569056205e-56
0.46204620462046203,2.011242628372264e-57
0.46404640464046404,2.3180126162498173e-58
0.46604660466046605,2.6244892016989906e-59
0.46804680468046805,2.9191166490355263e-60
0.47004700470047006,3.1895967079729456e-61
0.47204720472047207,3.4237162468613096e-62
0.4740474047404741,3.610251173953109e-63
0.47604760476047603,3.739854763969513e-64
0.47804780478047804,3.805832939604408e-65
0.48004800480048004,3.8047170905806915e-66
0.48204820482048205,3.7365662145720314e-67
0.48404840484048406,3.6049617488263305e-68
0.48604860486048607,3.416695722649582e-69
0.4880488048804881,3.181190024031482e-70
0.49004900490049,2.9097158821816745e-71
0.49204920492049203,2.614503467248043e-72
0.49404940494049404,2.3078390864770878e-73
0.49604960496049605,2.001241459952563e-74
0.49804980498049806,1.7047909201555789e-75
0.5000500050005,1.426659788334299e-76
0.502050205020502,1.1728632596617728e-77
0.504050405040504,9.472225064292525e-79
0.506050605060506,7.515091968955497e-80
0.508050805080508,5.857256674113793e-81
0.51005100510051,4.4846843060997624e-82
0.512051205120512,3.373239386376496e-83
0.5140514051405141,2.492528387008802e-84
0.5160516051605161,1.8093006053813637e-85
0.5180518051805181,1.2902058558853494e-86
0.5200520052005201,9.038262567630249e-88
0.5220522052205221,6.2199739178074745e-89
0.5240524052405241,4.205037162060131e-90
0.5260526052605261,2.7927288901004405e-91
0.528052805280528,1.82207136104432e-92
0.53005300530053,1.1678300635751389e-93
0.532053205320532,7.353118841103188e-95
0.534053405340534,4.548217070454673e-96
0.536053605360536,2.763684402182924e-97
0.538053805380538,1.649731913879495e-98
0.54005400540054,9.674220216075082e-100
0.5420542054205421,5.5730921891538596e-101
0.5440544054405441,3.1539452497430656e-102
0.5460546054605461,1.7534352685994077e-103
0.5480548054805481,9.576415705330509e-105
0.5500550055005501,5.137997724048257e-106
0.5520552055205521,2.7080862350588636e-107
0.5540554055405541,1.4021960413403034e-108
0.5560556055605561,7.132350027502019e-110
0.558055805580558,3.5639715216648e-111
0.56005600560056,1.7494980652399767e-112
0.562056205620562,8.436656610838824e-114
0.564056405640564,3.996731228435406e-115
0.566056605660566,1.860018140163899e-116
0.568056805680568,8.503683358185542e-118
0.57005700570057,3.819219737155972e-119
0.5720572057205721,1.6850774871314802e-120
